ds,yhat,STATE_ALPHA,y,residual,percentage_error
2018-01-01,116402.0616069762,MT,115000.0,1402.0616069762036,1.219184006066264
2019-01-01,119172.72898070115,MT,115000.0,4172.728980701155,3.6284599832183955
2020-01-01,121838.88990698704,MT,115000.0,6838.889906987039,5.946860788684381
2021-01-01,126099.97525638009,MT,120000.0,6099.975256380087,5.083312713650072
2022-01-01,128939.8708784468,MT,130000.0,1060.1291215531965,0.8154839396563051
2016-01-01,9644581.949986065,NE,9850000.0,205418.0500139352,2.0854624366896974
2017-01-01,9774620.987035798,NE,9550000.0,224620.9870357979,2.352052220270135
2018-01-01,9840266.491037618,NE,9600000.0,240266.49103761837,2.5027759483085243
2019-01-01,9898808.868352834,NE,10100000.0,201191.13164716586,1.991991402447187
2020-01-01,9950109.604771668,NE,10200000.0,249890.3952283319,2.4499058355718817
2021-01-01,10081830.116218824,NE,9900000.0,181830.11621882394,1.8366678405941812
2022-01-01,10147129.342043936,NE,9600000.0,547129.3420439363,5.699263979624336
2016-01-01,5673.483565109063,NV,11000.0,5326.516434890937,48.4228766808267
2017-01-01,5696.3393993764175,NV,12000.0,6303.6606006235825,52.530505005196524
2018-01-01,5841.317620102602,NV,13000.0,7158.682379897398,55.06678753767229
2019-01-01,5983.464673313042,NV,15000.0,9016.535326686957,60.11023551124638
2020-01-01,6122.509989196782,NV,13000.0,6877.490010803218,52.90376931387091
2021-01-01,6138.40989254966,NV,15000.0,8861.59010745034,59.077267383002265
2022-01-01,6286.017358776513,NV,14000.0,7713.982641223487,55.09987600873919
2016-01-01,14227.385462166088,NH,15000.0,772.6145378339115,5.15076358555941
2017-01-01,14377.89427547755,NH,14000.0,377.89427547755076,2.6992448248396483
2018-01-01,14263.63972426631,NH,13000.0,1263.6397242663097,9.720305571279306
2019-01-01,14139.97565055492,NH,12000.0,2139.9756505549194,17.833130421290996
2020-01-01,14007.100371798051,NH,13000.0,1007.1003717980511,7.746925936908086
2021-01-01,14154.41200085483,NH,13000.0,1154.4120008548307,8.880092314267928
2022-01-01,14041.06907336938,NH,13000.0,1041.069073369379,8.008223641302918
2016-01-01,78406.80584464615,NJ,80000.0,1593.194155353849,1.9914926941923112
2017-01-01,75555.99327714606,NJ,77000.0,1444.006722853941,1.8753334063038196
2018-01-01,74869.81486699055,NJ,70000.0,4869.8148669905495,6.95687838141507
2019-01-01,74112.83849397593,NJ,77000.0,2887.161506024073,3.749560397433861
2020-01-01,73287.11882612009,NJ,80000.0,6712.881173879912,8.39110146734989
2021-01-01,70540.41117046744,NJ,78000.0,7459.588829532557,9.563575422477637
2022-01-01,69815.96877503564,NJ,80000.0,10184.031224964361,12.73003903120545
2016-01-01,124554.63778297824,NM,120000.0,4554.637782978243,3.7955314858152027
2017-01-01,122555.59854020445,NM,125000.0,2444.401459795554,1.955521167836443
2018-01-01,122029.13582038712,NM,135000.0,12970.86417961288,9.608047540453985
2019-01-01,121412.300966424,NM,150000.0,28587.699033576006,19.058466022384003
2020-01-01,120706.66726930028,NM,125000.0,4293.3327306997235,3.4346661845597786
2021-01-01,118739.85476122482,NM,120000.0,1260.1452387751779,1.0501210323126482
2022-01-01,118199.99890111951,NM,105000.0,13199.998901119514,12.571427524875729
2016-01-01,1089459.4965955964,NY,1100000.0,10540.503404403571,0.9582275822185065
2017-01-01,1116739.4875396506,NY,1000000.0,116739.48753965064,11.673948753965064
2018-01-01,1112515.2668280709,NY,1070000.0,42515.26682807086,3.9733894231841926
2019-01-01,1107468.1154739726,NY,1020000.0,87468.11547397263,8.575305438624769
2020-01-01,1101601.468635923,NY,1030000.0,71601.468635923,6.951598896691554
2021-01-01,1129150.8417357854,NY,1040000.0,89150.84173578536,8.572196320748592
2022-01-01,1124845.4376833877,NY,1040000.0,84845.43768338766,8.158215161864197
2016-01-01,886440.0943524182,NC,1000000.0,113559.90564758179,11.35599056475818
2017-01-01,888846.8714948442,NC,890000.0,1153.1285051557934,0.12956500057930262
2018-01-01,894768.4960504615,NC,910000.0,15231.503949538455,1.6737916428064235
2019-01-01,900073.991278103,NC,990000.0,89926.00872189703,9.083435224434043
2020-01-01,904752.852740256,NC,990000.0,85247.147259744,8.610822955529697
2021-01-01,907114.808933906,NC,960000.0,52885.191066093976,5.508874069384789
2022-01-01,913064.196293155,NC,830000.0,83064.19629315496,10.007734493151201
2016-01-01,3456443.238477265,ND,3450000.0,6443.238477264997,0.18676053557289846
2017-01-01,3433026.936954698,ND,3420000.0,13026.93695469806,0.38090458931865673
2018-01-01,3636600.772097405,ND,3150000.0,486600.77209740505,15.44764355864778
2019-01-01,3842587.6723175296,ND,3500000.0,342587.67231752956,9.788219209072272
2020-01-01,4050622.86087412,ND,1950000.0,2100622.86087412,107.7242492755959
2021-01-01,3998815.780206341,ND,4100000.0,101184.21979365917,2.467907799845346
2022-01-01,4212238.975022348,ND,2950000.0,1262238.9750223476,42.78776186516433
2016-01-01,3630712.711390101,OH,3550000.0,80712.71139010089,2.2735975039465037
2017-01-01,3584967.183381392,OH,3400000.0,184967.18338139215,5.440211275923298
2018-01-01,3615567.5399381896,OH,3500000.0,115567.53993818955,3.3019297125197014
2019-01-01,3643746.827225129,OH,2800000.0,843746.8272251291,30.133815258040325
2020-01-01,3669462.267363944,OH,3550000.0,119462.26736394409,3.3651342919420872
2021-01-01,3623126.485557718,OH,3550000.0,73126.4855577182,2.0599010016258648
2022-01-01,3653950.490529381,OH,3350000.0,303950.4905293812,9.073148971026304
2016-01-01,367109.954327145,OK,400000.0,32890.04567285499,8.222511418213747
2017-01-01,379805.0403732353,OK,350000.0,29805.0403732353,8.515725820924372
2018-01-01,383968.08499611344,OK,310000.0,73968.08499611344,23.86067257939143
2019-01-01,387795.4133453512,OK,370000.0,17795.413345351175,4.809571174419236
2020-01-01,391277.0321691321,OK,360000.0,31277.032169132086,8.688064491425578
2021-01-01,404402.2008192432,OK,340000.0,64402.20081924321,18.94182377036565
2022-01-01,408438.9273823545,OK,350000.0,58438.92738235451,16.69683639495843
2016-01-01,79937.90977860581,OR,80000.0,62.09022139418812,0.07761277674273516
2017-01-01,80846.37455800011,OR,85000.0,4153.625441999888,4.886618167058692
